Index,star_name,galaxy_name,size,color,distance_from_earth,likelihood_of_life,num_surr_planets,type_of_star,p_life
19604,Kuno nomi,Yoyu zoso,17.29762190557202,#772814,11497808528.555826,80.77174,6,Red Dwarf,80
19609,Boto roga,Gene bime,14.522678347326556,#1937FB,8321042336.614028,99.70891,1,Main Sequence,99
19617,Yavo tate,Kake viki,36.01821492766976,#73BEF5,9866610.768095156,76.83055,16,White Dwarf,76
19619,Weyi cira,Levo yilo,25.885168119360415,#3824E8,7894184626.561657,99.235634,13,Main Sequence,99
19620,Juvo lugi,Deku qepe,34.38094756446486,#C2C44C,7459836355.36444,78.2449,1,White Dwarf,78
19622,Qapu koju,Qeli hobe,37.900983428405475,#38EAFE,4549198332.754706,82.25778,15,White Dwarf,82
19624,Kati vocu,Bako qobo,25.860161384689505,#A2F539,11944130814.794252,9.303382,5,White Dwarf,9
19628,Piqi foce,Gobu duxi,33.94716110780446,#A7A12C,4607866142.209793,59.10273,17,Red Dwarf,59
19630,Veco sici,Ceyo qoci,11.377595305056879,#61E345,5082030853.736764,49.071114,17,Red Dwarf,49
19632,Jeqe gome,Qiga wusi,28.668426464475345,#B86601,12976188646.339207,45.727654,5,Red Dwarf,45
19633,Hagi ruqe,Tifo vuko,3.9004653390003856,#BE6720,9264337328.016497,56.846966,10,White Dwarf,56
19645,Meka pevu,Tano keye,5.488644628684451,#EC946D,11248112518.16418,82.871475,1,Supergiant,82
19646,Yuga jupe,Jeku fiji,3.135942669272658,#F4C949,9223643382.561514,40.742043,11,White Dwarf,40
19658,Dena ramu,Bime desu,23.219976059364015,#352D70,4631772251.795976,60.74158,19,Main Sequence,60
19664,Taha karo,Hano xelo,33.497711748653494,#D1DA91,12215015063.249678,80.99497,13,Main Sequence,80
19669,Ziwe deco,Nudi xole,36.053647563305155,#5D6620,6584341069.227851,53.255867,1,Main Sequence,53
19672,Xuni yela,Lire reki,12.059047144465316,#68269F,12969584269.903286,56.81973,14,White Dwarf,56
19673,Qapi xica,Kufe daqa,42.19877384141527,#C33827,646439593.5664184,77.574486,13,Neutron,77
19675,Cuge vayo,Poxe ruha,23.334534783883008,#0CCED1,408289412.4504499,22.910892,3,Neutron,22
19681,Lato lutu,Huvu veco,22.76532378776001,#55D9B8,2715245331.766173,11.657199,8,Supergiant,11
19686,Veti ceni,Mici tahe,25.970811015160834,#DBB013,7181354944.385001,46.297382,11,Neutron,46
19687,Zupu povu,Ceke mune,43.05632943140283,#A141B5,9596938713.392345,59.27465,5,Red Dwarf,59
19688,Xeme vofu,Moli qive,33.444830492666625,#EF5A89,2014591016.6581504,81.043365,3,Red Dwarf,81
19692,Leri qiwo,Vesi kebu,37.28001694532318,#F17F5D,5304118928.2935705,22.936445,8,White Dwarf,22
19697,Leza vake,Nuco xiwu,13.391924656449596,#973764,8344648592.991049,61.17673,18,Giant,61
19702,Rata seci,Hodo komo,35.57897574345501,#4A50E5,63367015.5972534,17.608267,18,Supergiant,17
19707,Siji wuxa,Fora fiwo,9.834223108139339,#84BED8,10660476212.806213,98.58801,11,White Dwarf,98
19709,Jegu xeya,Tubu caro,15.085402831547485,#48D7EA,3395892171.944714,71.48761,17,Supergiant,71
19713,Ciko tida,Wuvi kaja,25.834609384283528,#57884D,12512681975.37695,48.714428,12,White Dwarf,48
19735,Puje biqu,Bexo hive,32.16203985092629,#20B3E1,1792977860.1794775,37.481567,15,White Dwarf,37
19740,Qeye qiza,Qobu hine,36.78483713589978,#939BA4,1572082747.7565732,76.88953,1,Main Sequence,76
19756,Qemo vucu,Woge kore,31.494092670914803,#9D74B4,8368613908.945875,37.668217,2,White Dwarf,37
19758,Qivo dihe,Mifo geye,28.783659224975626,#946623,10225960264.068348,75.14651,1,White Dwarf,75
19759,Vuzo riwi,Xowo mebu,10.838453871908243,#90C099,5138441654.758829,41.83651,13,White Dwarf,41
19763,Meko name,Hiju caba,10.243826719849613,#2394C8,6835371429.154411,11.095747,13,Giant,11
19768,Cayi yesa,Vobo naro,41.79909756507239,#5E9D2B,8245032581.204922,17.175238,8,Main Sequence,17
19771,Gapa dune,Hoho dafa,7.718704965353032,#674877,6710684326.269758,73.34667,6,Giant,73
19774,Tugi yuye,Lupa coqu,44.68722205291741,#264B9B,8147125498.971403,52.80201,5,Neutron,52
19777,Goya liro,Muha peso,7.957690563339476,#EABA6D,8878920251.880114,85.847244,0,Red Dwarf,85
19781,Jiho biyi,Xaye yure,31.577181921947272,#C5F455,2481146533.3019485,90.12929,8,Supergiant,90
19782,Misi jojo,Tade foji,11.035867855078145,#42E4D1,12124784143.332361,95.07654,10,Giant,95
19786,Fefo cojo,Vagu zibe,33.36939117462524,#2B0CEC,1475541206.6898856,60.977676,4,Neutron,60
19790,Kiwa hani,Zijo nisa,47.562412963921545,#EDCF7E,242170849.64785314,42.795555,3,Neutron,42
19798,Telo gixu,Zini revo,36.62609483117912,#4DDEAF,8347374527.498124,63.406284,7,White Dwarf,63
19800,Yavo zaqi,Mize vave,28.2912663783887,#74019E,906200242.887395,86.85342,15,White Dwarf,86
19809,Timu tivo,Yiye wina,38.4640726851492,#6F1D52,7350773686.845388,95.141754,4,Supergiant,95
19812,Bizu kunu,Jegi tico,19.192802638675264,#5560C0,8922720114.214525,45.553864,18,Giant,45
19813,Huji qava,Lila zuso,40.2093934039523,#EBC013,1824097822.9316123,47.74677,7,White Dwarf,47
19818,Fesa dogi,Xape jotu,39.651620316196365,#2E76F4,5230925574.168411,51.530506,5,Red Dwarf,51
19823,Wifo caha,Duku rila,19.66045583547972,#71EB63,12162329696.053625,58.078472,18,Neutron,58
19834,Mema gagu,Jaha nagi,40.18550598378641,#08AE6A,4226101063.1808486,20.645098,8,White Dwarf,20
19843,Dizu xehu,Cajo yosu,29.37071878790701,#6DC633,6081257672.609426,68.26463,4,Red Dwarf,68
19848,Qari baha,Kami gowu,1.9836018192563651,#D1821F,12205535814.688396,42.298336,15,Main Sequence,42
19851,Naxo gaxa,Zeda xena,15.905132428202359,#F9715E,11133612001.99045,45.399227,3,Giant,45
19852,Kuko yivu,Lufe nisu,7.675136575837781,#D7B507,4473638678.759392,73.64559,15,White Dwarf,73
19858,Teha paco,Veru sofo,18.647007439243477,#EB1503,4558716443.734419,94.10205,15,Red Dwarf,94
19859,Boqi keju,Silu rahi,1.3145572649238815,#73A88C,2030376161.1044238,5.0849037,6,Red Dwarf,5
19867,Duqa xume,Sale paqe,9.57769561921325,#CA238E,4778989087.612556,76.98244,0,Neutron,76
19868,Wega bapa,Maya guyu,18.341796999346418,#1B5B9A,11008233168.135534,67.59001,16,Main Sequence,67
19873,Ceqe roxa,Soxi jixe,48.50425082043045,#C68931,9075616412.909492,10.639745,6,Neutron,10
19879,Vivo heni,Tulo huco,15.083319437856785,#821F28,1883228798.7130337,89.72149,18,Main Sequence,89
19889,Lema roma,Geka moku,11.71071343296172,#AAD627,7674858491.782199,95.543,18,Supergiant,95
19891,Zinu yucu,Yihe dezu,4.078487557359539,#CD9310,9575258530.340118,33.8342,13,Main Sequence,33
19896,Jaki roki,Yado heva,26.524535094912494,#F632B5,5576008041.059563,55.55682,10,Supergiant,55
19897,Zete page,Cidu horu,8.933441166304332,#368243,3813052840.9307704,6.2867947,12,Main Sequence,6
19898,Xapo gefi,Yuna zuvu,8.953426424311917,#CB34A9,5480457932.58258,43.628788,10,Main Sequence,43
19904,Mopo gije,Teho gipe,42.92793238918472,#BE751F,11863560855.296429,81.53251,1,Supergiant,81
19906,Xacu depu,Vamu ruda,2.2156123025509973,#0D6009,5333031492.653937,40.98289,18,Giant,40
19911,Xame mise,Vowi zaya,42.63829132884908,#C5D8B8,5488713851.881553,54.109802,4,Main Sequence,54
19918,Fako modo,Noyu fape,37.30629777739,#A9892E,12701619251.039665,84.86694,9,White Dwarf,84
19926,Ditu xuqu,Zuci puna,23.148291026853475,#674CCE,2218279267.6105747,97.70024,10,Neutron,97
19927,Padi fipe,Geri fafo,14.21261349600125,#A1904C,12993261543.651396,89.92752,2,Giant,89
19929,Gido riso,Tudo duta,44.34231992377344,#B3A84E,8582872213.106872,12.019109,7,Red Dwarf,12
19930,Tuve wise,Rawe xoku,10.577215531973884,#F8088F,11822334702.216805,68.15606,16,Neutron,68
19941,Xoni wiqo,Coji zegi,16.335599267180477,#B528B7,1963614733.1393573,54.630886,7,Giant,54
19942,Jaxu delo,Qako seyu,27.822058288519756,#2CAD97,2208163926.797379,2.7333202,8,Supergiant,2
19951,Sine soce,Yiwu pipe,45.700665416138634,#F15872,9988296566.941463,35.80561,1,White Dwarf,35
19953,Fija qisi,Hufe pizu,16.47280111159227,#BE9F50,4270349940.24835,66.35666,13,Supergiant,66
19958,Bumo husu,Tesi xuxe,46.42053499731049,#4546B1,12885939463.422781,41.50235,4,Giant,41
19961,Bawa qopa,Giri zaro,45.12350512474006,#CBFE46,3640925475.1254,69.037254,1,White Dwarf,69
19962,Geju cojo,Paya tisa,17.883200516534696,#59CCC5,168657094.2984666,20.00137,17,Main Sequence,20
19970,Ledi qecu,Buka qale,1.8369436438881024,#EF7FF2,228503533.69670174,42.31083,6,Main Sequence,42
19977,Boji time,Meci bafe,1.329836733378312,#1CD886,339502738.1093274,42.19383,17,Giant,42
19986,Semo joli,Yaka vito,44.80758353024691,#F3A460,11134493312.306793,97.931435,12,Red Dwarf,97
19998,Suxa jene,Keve vura,34.58013652455372,#6D480A,8520028108.135534,54.904125,16,Red Dwarf,54
20000,Wevi yilu,Soze baga,4.901897983710407,#FB8495,8744759177.542656,5.930688,3,Giant,5
20001,Loye wiku,Seki kiti,43.42093573642306,#C7B447,9706921790.748322,45.633408,18,White Dwarf,45
20005,Huqi zalo,Dogi tonu,41.29637356103099,#BD76F5,8411629533.353419,83.94327,5,Supergiant,83
20008,Neri tani,Koli lane,16.367474343373043,#6B80E6,11463117008.25937,57.06099,5,White Dwarf,57
20010,Buma soma,Komi feva,13.788120139645244,#07D5E9,9841492850.86957,73.31869,3,Neutron,73
20017,Sudu yago,Poni lifo,11.428837221443619,#E14424,213380858.68837863,3.25208,3,Neutron,3
20022,Xoma zuri,Zajo dovi,28.70748852757978,#5F3FCE,8012192958.764207,41.672092,14,Neutron,41
20023,Fupu yone,Wumi roya,13.837096588611102,#B17FAB,7565187386.3330145,77.72679,18,White Dwarf,77
20024,Xiya fibo,Riwo yiku,16.52297755656687,#B8C456,6736530600.756208,87.82435,10,Red Dwarf,87
20025,Xuxu pevu,Toba qoko,10.974945659503678,#466ED9,7962211601.863634,61.27581,13,Red Dwarf,61
20029,Nayo yane,Jobo woli,41.75169292306625,#C55541,3795470077.7230396,72.21155,12,Main Sequence,72
20031,Wimo fapa,Yobu sora,48.03297025258689,#B748D7,3614241537.8582397,62.78585,3,Red Dwarf,62
20032,Piqu xobe,Poke heqi,20.68943474951033,#9FC762,10877549935.720867,0.7473418,2,White Dwarf,0
20034,Poje dajo,Sosu netu,20.75032904062033,#599C67,7889283591.625255,32.024044,11,Giant,32
20035,Rico wodu,Laye pani,45.11105881817925,#42166D,5461036760.11882,45.023228,9,Neutron,45
20036,Defi jeqa,Piyo socu,43.07253277383966,#C6BD10,9828545457.253584,2.2461996,4,Giant,2
20039,Faga hovu,Voso xuco,29.892727290959453,#2EAD90,3613372943.2053766,24.54967,4,Red Dwarf,24
20044,Nuvu cido,Radu giqu,4.616741441036426,#065367,8177237132.828643,28.175156,7,White Dwarf,28
20046,Pohu cena,Yeto kunu,29.271884253447087,#E653CA,645532621.0137148,93.813095,15,Giant,93
20047,Juni guze,Livi guwa,12.106889091722156,#35D1A2,12119899004.201254,33.113907,2,Neutron,33
20051,Gaza mefi,Niqo jimo,41.23709149494016,#647280,11742398572.222147,57.953934,0,Supergiant,57
20055,Yitu kajo,Fixe tofo,21.26727568424539,#BCC1A3,11015414757.299364,54.623158,15,Main Sequence,54
20058,Muqo noke,Voce repi,34.272311810225865,#ED6257,5502962751.151012,92.118385,16,White Dwarf,92
20063,Hazi joha,Dana saru,7.359046317492279,#13D631,437437792.2003202,31.005316,13,Giant,31
20079,Ruxa joce,Dacu mumi,35.60139854649178,#62E931,12289983251.49557,14.86608,17,Neutron,14
20086,Didu vema,Buqa najo,40.88311036396806,#4776B5,9593468280.465597,69.76721,7,Red Dwarf,69
20091,Xalo lifa,Qere hofe,41.22962198536162,#5CD5A8,1312513701.881963,4.652445,18,White Dwarf,4
20096,Cume fone,Dumu haqe,46.0643840423221,#68EFB3,8002688429.009453,10.721792,10,Neutron,10
20112,Jada sudi,Jida baco,7.660896498887332,#922A31,6510205504.375823,22.689182,7,Red Dwarf,22
20114,Firu losi,Motu ciwo,9.158315759301425,#9322A5,11604131501.556953,71.071594,17,Giant,71
20118,Yefo rulo,Cuyu duyo,27.70782852951911,#714BD8,8411888127.106428,77.109604,8,Supergiant,77
20122,Nefi kora,Semi jumo,19.787408268976478,#25D88E,8923736405.624048,16.832907,2,Main Sequence,16
20124,Wola qoxo,Tuha soso,39.88105185476218,#76AB6F,12023707819.63041,51.36571,9,Supergiant,51
20130,Yihu xotu,Dolo vagu,40.21191958052955,#0DD9ED,2630786995.7428207,79.80542,16,Red Dwarf,79
20134,Qimi wavo,Joro gaca,7.524189187056408,#DFDAA4,830986419.9758966,48.997005,1,Neutron,48
20139,Baka qixe,Qoco nuzo,17.702740163459477,#809FFF,464352622.7705247,1.6323038,10,White Dwarf,1
20142,Halo poya,Kuxa wonu,43.42116960611134,#E5245C,12433631685.494267,85.08572,15,Giant,85
20143,Nuqe yofa,Neyi qawe,47.36038228055018,#183219,7455932739.68774,86.04954,10,Neutron,86
20145,Kuzu diho,Lede lige,15.44413946653145,#BD3349,3929555832.3771915,87.7201,18,Red Dwarf,87
20149,Bili fogi,Refi gije,7.444093639317106,#F74D67,1782814654.34015,91.24418,0,Neutron,91
20150,Hazo niju,Liso duqi,38.533586998735316,#CFDD89,8302386399.850446,0.8447442,6,Supergiant,0
20155,Xina lena,Viye meti,2.098455844870598,#37788B,2007847460.39932,98.156075,9,Supergiant,98
20162,Joha bawi,Dudo loha,25.714582479154593,#F1F24A,8170425652.847849,96.392525,8,Giant,96
20165,Cega feje,Feyu xogi,31.049856200133135,#3DC9E9,5047039447.885453,93.0887,5,Main Sequence,93
20166,Daye jiqo,Keho kexa,4.960793328300248,#A55A60,6857124491.455986,28.074245,7,Red Dwarf,28
20167,Kiqu xiri,Runi lage,7.353579708994216,#ECE29A,4871252877.624242,59.420673,6,White Dwarf,59
20168,Jemu wizu,Dibo juvo,10.148832820744174,#EB8CBA,2989130894.7954183,29.849234,2,Supergiant,29
20173,Yuya ramo,Gifi pama,24.41339686601554,#DFBFF8,2888081933.54999,92.5746,17,Red Dwarf,92
20178,Yeme datu,Dula gabi,38.35580870326268,#B0B858,303120721.8057109,58.294224,6,Neutron,58
20182,Haqi wave,Rela moxe,21.784352184298562,#43871D,9463780886.339054,85.504524,12,White Dwarf,85
20189,Riri quha,Kowi xazu,39.84905862228967,#C4E903,12447999552.758522,87.99286,8,Red Dwarf,87
20197,Mija peso,Gene meqa,14.0759573819955,#A49D43,189096418.30091557,26.536674,4,Neutron,26
20198,Wise qeje,Sore tiqu,23.299427090298142,#278EBD,2338367339.3411374,91.33036,1,Supergiant,91
20210,Wuxi rici,Lujo yero,43.06129929279818,#3184E2,12041411935.032131,55.24058,14,Supergiant,55
20216,Tape luko,Daze howe,10.638841405267812,#3DA356,12856499424.336332,25.499605,6,White Dwarf,25
20219,Vebo xixu,Yece voye,23.859673548296556,#888813,8149604625.324695,27.53216,3,Neutron,27
20220,Quho gifa,Nago pime,11.091338818627335,#90CAC1,11822896008.629742,43.552418,2,Neutron,43
20227,Puva luti,Sadu mafi,35.60281733261832,#62029B,2935361248.3583255,80.7444,15,Giant,80
20228,Gita cago,Diye wuni,12.639925737761864,#1E4A00,8298335035.8287,99.530075,0,Neutron,99
20230,Bapo leqa,Yunu tira,12.449510022051127,#87CC32,10727198020.992107,6.113028,3,Main Sequence,6
20236,Mewa hera,Xuyo munu,24.841466532232005,#66236D,8634803866.997026,91.78786,11,Neutron,91
20240,Mohe muke,Zuzo xoro,14.992188622290668,#0FAA9A,6232864001.697423,38.572083,12,White Dwarf,38
20242,Rege vuti,Degi cosu,30.480690243316573,#BDD276,10143600923.929405,99.75818,16,Main Sequence,99
20243,Yuvu qoyi,Zaxo nofu,45.099473269215174,#61C346,8439557214.471703,88.55713,9,White Dwarf,88
20244,Yuju fida,Yipi huni,5.141702083969671,#D84CAB,4172946913.786902,44.329365,13,Neutron,44
20249,Bapu vimu,Fopu roqo,17.319683744945113,#69C1B2,8970950376.702906,78.08784,18,Giant,78
20252,Haze metu,Yeme tepi,23.331591294904754,#FCB1F7,4320418060.58669,92.87614,5,Neutron,92
20253,Mime caba,Buke fipi,43.30561496525237,#0357F0,9229632915.504238,97.68471,3,Red Dwarf,97
20256,Ceva nasi,Kase woto,27.862138892661147,#CFA418,2288558493.1980414,60.56435,6,Main Sequence,60
20258,Kosi bedi,Kedi feka,11.645613314906406,#C3009E,10538502898.814754,25.441044,5,Neutron,25
20262,Raxa qule,Mobu yafe,22.002123488624424,#A23F79,8232095928.677422,1.1643363,18,Neutron,1
20282,Muji gusa,Rowe suba,42.138122595469056,#85C68B,1607782180.587361,90.905396,15,Main Sequence,90
20287,Ragu wayo,Dehi vuro,4.3435478917655255,#A32EB0,251813128.07324016,87.9494,7,Main Sequence,87
20291,Giwo wike,Hegu vohu,49.99924435289548,#06F0CD,6883814863.855441,31.879372,0,Red Dwarf,31
20293,Veji xibe,Masu diwo,43.19325535054904,#6075E1,973223668.4125941,30.483133,17,White Dwarf,30
20299,Soxo xovo,Dise wono,9.807148474221691,#56C252,5915836238.398131,92.74611,1,Main Sequence,92
20310,Lope rehi,Jani buka,24.83115033776686,#565287,11716323921.24344,74.76965,8,Supergiant,74
20313,Yahe nudu,Wide dohu,21.035119033215665,#DB1233,8098083044.677781,18.13582,19,Neutron,18
20317,Ciro zuja,Qede movo,34.37763569536128,#BA0D27,1811234276.238756,21.169989,17,Main Sequence,21
20318,Payi logo,Gapu wuki,23.27948063191012,#B116D4,10915368667.002935,24.21087,13,Neutron,24
20320,Qapo devo,Saki zepe,46.97696800606216,#4DD98D,7301657253.486229,51.002777,9,White Dwarf,51
20321,Vale xofe,Qoco nuge,31.66022012266898,#BD16F1,5533441590.691524,6.026599,2,Supergiant,6
20330,Hoju wura,Lero rabu,32.73555455928366,#88174B,10365654955.750906,46.76513,12,Red Dwarf,46
20333,Mite piku,Mano xiti,2.21965614514056,#721136,479548927.55500734,34.215984,15,Neutron,34
20334,Pase hica,Hoto biva,20.422752250921178,#37BFC6,8212622048.513083,79.111496,17,Giant,79
20355,Mavo bule,Wuvo veka,24.368376378794725,#61B19F,8359655075.851767,79.773796,0,Supergiant,79
20356,Josi koje,Webe varu,27.76275648008588,#121EFE,12966967693.52418,4.012262,4,Giant,4
20357,Wiko bozi,Buxu lova,6.183350676369855,#7FE491,6441688214.299602,15.678407,15,Giant,15
20358,Femi woma,Moke noge,34.609897131746145,#E063CE,7607403183.699347,25.65674,7,Giant,25
20359,Wuqe nuwo,Nimu voco,35.347786832453124,#78C11C,7670765236.872719,54.909267,17,Red Dwarf,54
20363,Viqu jife,Duyu koxa,30.055357196816423,#3621CF,9495547113.266155,63.80615,0,Main Sequence,63
20365,Goda gagi,Yiye lefu,27.809014287698783,#934F6E,5890135980.053177,15.027015,19,Main Sequence,15
20370,Foze jawi,Qemi tuye,20.71118054111228,#8B45C2,2569378925.5047197,27.295044,5,Neutron,27
20374,Fape koco,Vafo paga,47.52553254928394,#0D5990,2102803960.537073,13.505873,8,Red Dwarf,13
20382,Zavi cija,Codi pide,49.50483006629147,#EE94BB,9448796864.17329,48.72672,10,White Dwarf,48
20384,Toga naxi,Megu roce,42.823650260212574,#E35774,9423361570.35275,26.310217,14,Red Dwarf,26
20386,Leri zevo,Duru mica,34.940200893579274,#89A823,12226348464.154085,88.545265,9,Supergiant,88
20387,Muru nufo,Zibu luku,33.29584410256869,#88B73C,8501929671.658288,48.982,2,Main Sequence,48
20391,Toyu jini,Hoqu qumu,45.14363991710353,#C8529D,334902742.7369964,86.81638,2,Neutron,86
20393,Febo sobo,Pedo boha,18.853540049967073,#36713D,211334088.73772302,8.883505,2,Giant,8
20395,Ziqe biku,Loha yufa,37.04292150206986,#5A7145,9113338097.660503,53.400196,8,White Dwarf,53
20396,Qija nopa,Gupo vixi,39.7481445522347,#B12DE6,12850963672.101011,70.601654,8,Supergiant,70
20398,Laxi cawo,Yadu cama,26.394469479144995,#3A4C8A,7097122046.417149,94.60235,8,Giant,94
20399,Xuje sovu,Jufu veza,32.623103151528454,#114283,12644619202.415325,72.269005,12,Red Dwarf,72
20403,Maxa puma,Yenu newu,39.683863973912345,#FDE204,12370148637.364498,29.058222,19,Giant,29
20414,Sami hazu,Fute bofa,32.59470990531992,#FBEA8C,12832182304.33121,73.351814,5,Giant,73
20415,Zili vaja,Waka lepa,28.821582586063233,#9B27FE,2303540052.0908194,87.82221,8,Neutron,87
20416,Wiva vofe,Saca some,28.61752790692035,#FCEDA1,11727954609.761864,96.62965,17,Supergiant,96
20419,Risu faya,Nidu bove,36.73523515686602,#930CE1,12353966738.454601,35.492123,9,Main Sequence,35
20420,Hode huse,Qeku doxo,42.44627791963303,#0AFED8,7981901699.555295,27.384491,13,Supergiant,27
20424,Qocu xalo,Rubu vofi,13.942428185937475,#96A099,73196359.73717518,46.21442,12,Main Sequence,46
20428,Leqa tayu,Taqe jahu,20.10017320791058,#07E81F,2424840506.483257,63.894035,15,Supergiant,63
20429,Tuqi qame,Jemo vogi,23.865973137232086,#F6F369,8743613090.55878,32.58488,16,White Dwarf,32
20434,Gosu selu,Jute seso,48.9706902994089,#27270B,3919186366.9848037,94.71439,2,Giant,94
20435,Goya jibe,Zofa zosa,0.9993897811162236,#B33024,4287311499.2259774,5.5527463,0,Supergiant,5
20437,Mote meze,Woho wezo,34.63117411348139,#77EDB8,4776740779.804337,8.9662285,12,Giant,8
20439,Sino hoqu,Giqu sufe,16.082921135321087,#D1E0F5,10902630021.899673,33.9854,17,White Dwarf,33
20443,Bosa cabo,Jaya sula,38.25920526374066,#015A14,8133582559.627028,17.324152,5,Neutron,17
20471,Rora xihu,Simo hihi,13.872089028590755,#8B6A9B,10582382597.695707,20.797941,3,White Dwarf,20
20473,Wuwu regu,Nobo fiwa,22.943576523549353,#CC904D,1839925944.847335,95.15403,14,Giant,95
20477,Nizo tide,Debe heso,22.412822702514173,#A4EE14,8948696407.719955,20.901186,14,Main Sequence,20
20478,Yoqe kute,Dazo hiri,12.610295802647135,#29CC2C,12346441631.051592,81.9239,7,Giant,81
20486,Xuwe rofo,Wixe zigu,49.828222787216,#083B4F,1861439325.0808516,51.149284,11,Supergiant,51
20489,Jico seda,Hove yafo,27.345606716399544,#22C78A,12501748063.02963,59.6297,3,Neutron,59
20495,Lewa mugo,Ciyu juyo,31.156677010538157,#A89C58,12385012382.882635,56.277306,12,Giant,56
20496,Yala vura,Rayu jere,33.67685125883344,#8B324A,378436476.8781985,37.971516,18,Red Dwarf,37
20501,Niwu cate,Moke duka,37.43596212378752,#70E590,11290247499.807386,51.310173,8,Supergiant,51
20509,Gaxa vequ,Puvu yosi,38.62469076448465,#D9B572,802431805.88479,82.48328,8,Main Sequence,82
20511,Civo haru,Dici wocu,31.455450399896787,#639563,12170993816.106483,69.165764,7,Neutron,69
20517,Mope yuji,Fabu cefa,42.536086103171556,#0AF1B5,2340690783.0427976,59.966076,15,Red Dwarf,59
20518,Nufa raxo,Leqi poro,17.769319765411613,#332DC6,5051148115.360761,19.718151,6,Main Sequence,19
20519,Mevi qawi,Puki qiku,25.90322150187859,#996369,9084886622.287088,85.54702,1,White Dwarf,85
20520,Zese fugu,Qezo doxo,41.38695883577562,#4B50E6,9847563529.008118,30.096344,2,Giant,30
20528,Qupo rona,Vike foku,4.705416079234878,#EB073B,9828076277.377556,11.888035,9,Giant,11
